Attraction,latitude,longitude,address,hierarchy,id,Version,Place
Parque Nacional Ordesa y Monte Perdido,42.6468705,0.0349001,"J2WM+PX Fanlo, Spain","Aragón, Spain",ChIJR71L73_5Vw0RdilE6jcNZmc,v1.0.0,Spain
Picos de Europa,43.1872155,-4.821524,"55PH+V9 Bulnes, Cabrales, Spain",Spain,ChIJzzVlhZPISQ0RUNnc4l-BkXI,v1.0.1,Spain
Pyrénées – Mont Perdu World Heritage Site,42.6755943,0.0337596,"M2GM+6G Espierba, Spain","Aragón, Spain",ChIJ-2O0VvwCqBIRF9dry2jQa2Y,v1.0.0,Spain
Sagrada Família,41.4036299,2.1743558,"Carrer de la Marina, 253, L'Eixample, 08013 Barcelona, Spain","Catalunya, Spain",ChIJk_s92NyipBIRUMnDG8Kq2Js,v1.0.1,Spain
Zona Zero (Aragon/Pyrenees),42.41445179999999,0.1396939,"Av. Ordesa, 5, 22330 Aínsa, Huesca, Spain","Aragón, Spain",ChIJb4P6oMb6pxIRcKtSSLOo4YQ,v1.0.0,Spain
Svalbard Northern Lights,77.8749725,20.9751821,"Ян-Майен, Шпицберген, Улица Олёшивоская, 9170, Svalbard and Jan Mayen","Svalbard, Svalbard and Jan Mayen",ChIJScCjT9zPoUURdeg1G-dz8ys,v1.0.1,Svalbard and Jan Mayen
Kungsleden Trail,67.6214492,18.1075171,"Kungsleden, 982 99 Gällivare, Sweden","Norrbottens län, Sweden",ChIJoT-OBDCX2UUR_a2kznUTk84,v1.0.1,Sweden
Sarek National Park,67.2833333,17.7,"Jokkmokk kommun Sarek NB, 962 99 Jokkmokk, Sweden","Norrbottens län, Sweden",ChIJaco-LeWt2UUR5irnCsju3UU,v1.0.1,Sweden
Aletsch Glacier,46.4887031,8.0530777,"F3Q3+F6 Fieschertal, Switzerland","Valais, Switzerland",ChIJawy6WGNwj0cRU31SiVKxSoE,v1.0.1,Switzerland
Cabane des Diablerets,46.3386963,7.2154656,"Cabane-des-Diabl. (Oldenegg), 1865 Ormont-Dessus, Switzerland","Vaud, Switzerland",ChIJZwFFnWLpjkcRAQeujV4zx6Y,v1.0.0,Switzerland
Lavertezzo,46.17880450000001,8.890437300000002,"Montedato 53, 6595 Lavertezzo Piano, Switzerland","Ticino, Switzerland",ChIJS9h5FHOxhUcR24M4JFGiVjM,v1.0.0,Switzerland
Matterhorn,45.9765738,7.6584519,"XMG5+J9 Zermatt, Switzerland","Valais, Switzerland",ChIJ2ey5y2gzj0cRSVjlrIxFJpg,v1.0.1,Switzerland
Osogna,46.31197299999999,8.9870632,"Piazza Grande 19, 6703 Riviera, Switzerland","Ticino, Switzerland",ChIJx_NaOYVShEcRBUbkEQbRCPk,v1.0.0,Switzerland
Rhône Glacier,46.6134344,8.396326799999999,"J97W+9G Obergoms, Switzerland","Valais, Switzerland",ChIJG47WfxN8hUcRYvONlSXmKOc,v1.0.0,Switzerland
Staubbach Waterfall (Lauterbrunnen),46.5896276,7.905226399999999,"Staubbachfall Waterfall, Losisgräbli 419, 3825 Lauterbrunnen, Switzerland","Bern, Switzerland",ChIJU-KeMrWhj0cRtAJrSzoR2TM,v1.0.0,Switzerland
Swiss National Park,46.66662609999999,10.2000257,"M682+M2 Zernez, Switzerland","Grisons, Switzerland",ChIJpZMMuxxqg0cRjMtfP_SXcOg,v1.0.1,Switzerland
The Matterhorn,45.9765738,7.6584519,"XMG5+J9 Zermatt, Switzerland","Valais, Switzerland",ChIJ2ey5y2gzj0cRSVjlrIxFJpg,v1.0.1,Switzerland
Tetiaroa (Tahiti),-16.9989772,-149.5829623,53MG2C28+CR,None,ChIJJ0R6frGgkHYRGC0fEZ6f-jo,v1.0.0,Tahiti
Pamir Highway,38.575351,73.5459918,"M41, Tajikistan","Vilojati Muxtori Kūhistoni Badaxşon, Tajikistan",ChIJcfiJy61StDgRVw7sjBINqjI,v1.0.1,Tajikistan
Pamir Mountains,39.0,72.0,8JFJ2222+22,None,ChIJreIEe6AzvzgRxWpfAornYnA,v1.0.1,Tajikistan
Chumbe Island,-6.278764600000001,39.1774489,"P5CG+FX Zanzibar, Tanzania","Mjini Magharibi, Tanzania",ChIJC4cWXujcXBgRFUmJvgEqJEA,v1.0.0,Tanzania
Mnemba Island (Tanzania),-5.8204983,39.383505,"59HM+RC Kigomani, Tanzania","Unguja North, Tanzania",ChIJw7_RDbjeQhgRW4ih_MDJIwI,v1.0.0,Tanzania
Mount Kilimanjaro,-3.0674247,37.35562729999999,"W9M4+27 Gilman's Point, Tanzania","Kilimanjaro, Tanzania",ChIJBahuOVr8ORgRAWzqjkccdI4,v1.0.1,Tanzania
Mount Kilimanjaro,-3.0674247,37.35562729999999,"W9M4+27 Gilman's Point, Tanzania","Kilimanjaro, Tanzania",ChIJBahuOVr8ORgRAWzqjkccdI4,v1.0.1,Tanzania
Mount Kilimanjaro,-3.0674247,37.35562729999999,"W9M4+27 Gilman's Point, Tanzania","Kilimanjaro, Tanzania",ChIJBahuOVr8ORgRAWzqjkccdI4,v1.0.1,Tanzania
Mount Kilimanjaro,-3.0674247,37.35562729999999,"W9M4+27 Gilman's Point, Tanzania","Kilimanjaro, Tanzania",ChIJBahuOVr8ORgRAWzqjkccdI4,v1.0.1,Tanzania
Mount Kilimanjaro Marangu Route,-3.0674247,37.35562729999999,"W9M4+27 Gilman's Point, Tanzania","Kilimanjaro, Tanzania",ChIJBahuOVr8ORgRAWzqjkccdI4,v1.0.1,Tanzania
Ngorongoro Crater,-3.1617522,35.5876697,"RHQQ+73 Ilturot Lorkereyan, Tanzania","Arusha, Tanzania",ChIJuesQrFkNNBgRTCZxFqttM_U,v1.0.1,Tanzania
Ngorongoro Crater,-3.1617522,35.5876697,"RHQQ+73 Ilturot Lorkereyan, Tanzania","Arusha, Tanzania",ChIJuesQrFkNNBgRTCZxFqttM_U,v1.0.1,Tanzania
Ngorongoro Crater,-3.1617522,35.5876697,"RHQQ+73 Ilturot Lorkereyan, Tanzania","Arusha, Tanzania",ChIJuesQrFkNNBgRTCZxFqttM_U,v1.0.1,Tanzania
Ngorongoro Crater,-3.1617522,35.5876697,"RHQQ+73 Ilturot Lorkereyan, Tanzania","Arusha, Tanzania",ChIJuesQrFkNNBgRTCZxFqttM_U,v1.0.1,Tanzania
Ngorongoro Crater Safari,-3.1740143,35.563876,"RHG7+9H Mti Mmoja, Tanzania","Arusha, Tanzania",ChIJbdIc7axyNBgRqBnRyES1baM,v1.0.1,Tanzania
Serengeti Migration,-2.3333333,34.8333333,"MR8M+M8 Thorn Tree Tented Camp, Tanzania","Mara, Tanzania",ChIJ0cbagNbNMhgRRTnrnfNXoS4,v1.0.1,Tanzania
Serengeti Migration,-2.3333333,34.8333333,"MR8M+M8 Thorn Tree Tented Camp, Tanzania","Mara, Tanzania",ChIJ0cbagNbNMhgRRTnrnfNXoS4,v1.0.1,Tanzania
andBeyond Ngorongoro Crater Lodge (Ngorongoro Conservation Area),-3.240128,35.49691,"QF5W+WQ Ngorongoro, Tanzania","Arusha, Tanzania",ChIJ_____z8NNBgR29ztOD_BaLw,v1.0.0,Tanzania
Serengeti Migration,-3.0362405,34.7098886,6G8PXP75+GX,None,ChIJD-U68ogcNxgRINH_1FsWCZ8,v1.0.1,Tanzania
Serengeti Migration,-3.0362405,34.7098886,6G8PXP75+GX,None,ChIJD-U68ogcNxgRINH_1FsWCZ8,v1.0.1,Tanzania
Serengeti Migration,-3.0362405,34.7098886,6G8PXP75+GX,None,ChIJD-U68ogcNxgRINH_1FsWCZ8,v1.0.1,Tanzania
Serengeti Migration,-3.0362405,34.7098886,6G8PXP75+GX,None,ChIJD-U68ogcNxgRINH_1FsWCZ8,v1.0.1,Tanzania
Erawan National Park,14.3754962,99.1439623,"94GV+5HW Erawan National Park, Tha Kradan, Si Sawat District, Chang Wat Kanchanaburi 71250, Thailand","Chang Wat Kanchanaburi, Thailand",ChIJFXu8H6R25DAResligLqc7lQ,v1.0.0,Thailand
Phang Nga Bay,8.2445516,98.56350619999999,"6HV7+RC Ko Yao Noi, Ko Yao District, Phang Nga, Thailand","Phang Nga, Thailand",ChIJVawJox-uUTARyqkHbtpiR34,v1.0.1,Thailand
Fowl Cay Resort (Fowl Cay Island),24.1930719,-76.4617726,"Fowl Cay Resort Fowl Cay, The Bahamas","Black Point, The Bahamas",ChIJ0YUGDPwpLokRLEj8RXm1ktU,v1.0.0,The Bahamas
"Pig Beach, Exuma",24.183611,-76.456389,"5GMV+CC, The Bahamas","Black Point, The Bahamas",ChIJ8fl0deIpLokRae0mjEZLW3A,v1.0.0,The Bahamas
Tiamo Resort,24.1830925,-77.623872,"driggs hill area driggs hill aera, The Bahamas","South Andros, The Bahamas",ChIJY0gV7UrDLokRNZTwYkCcj1o,v1.0.0,The Bahamas
Atauro Island,-8.2368705,125.5767287,"QH7G+7M Anartuto, Timor-Leste","Dili, Timor-Leste",ChIJgzih0QiYAS0Rl8hUN-5_0SU,v1.0.0,Timor-Leste
Antalya,36.8968908,30.7133233,"Etiler, Evliya Çelebi Cd. No:2, 07010 Muratpaşa/Antalya, Türkiye","Antalya, Türkiye",ChIJwa2t3a6awxQRMy7j-XOfxpU,v1.0.0,Türkiye
Cappadocia Fairy Chimneys,38.6291311,34.8043365,"Tekelli, Kesek Meydanı No:14, 50240 Uçhisar/Nevşehir Merkez/Nevşehir, Türkiye","Nevşehir, Türkiye",ChIJ02SFSWduKhURukC5M3xXRcM,v1.0.1,Türkiye
Cappadocia Hot Air Balloons,38.6440663,34.8301856,"Isalı-Gaferli-Avcılar Mah, İsali - Gaferli - Avcılar, Demirhan Sk. no:4/a, 50180 Göreme/Nevşehir Merkez/Nevşehir, Türkiye","Nevşehir, Türkiye",ChIJ4cYViONpKhURuamVV4f66Lc,v1.0.1,Türkiye
Cappadocia Underground Cities,38.4599343,34.75225990000001,"Camikebir, Nevşehir Niğde Yolu No:4, 50760 Kaymaklı/Nevşehir Merkez/Nevşehir, Türkiye","Nevşehir, Türkiye",ChIJk9bxn8ITKhURGcquDqMYZDA,v1.0.1,Türkiye
Ephesus Ruins,37.9355518,27.3461146,"Atatürk, Meryem Ana Yolu No:3, 35920 Selçuk/İzmir, Türkiye","İzmir, Türkiye",ChIJ3ctA4hetvhQRvFJ0p_FO1Xk,v1.0.1,Türkiye
Göreme Open-Air Museum,38.6400499,34.8453614,"JRRW+24 Göreme/Nevşehir Merkez/Nevşehir, Türkiye","Nevşehir, Türkiye",ChIJ7eS75-xnKhUR_syP0bAUyrs,v1.0.1,Türkiye
Mount Ararat,39.70243929999999,44.2990761,"P72X+XJ, 04402 Çiftlik/Doğubayazıt/Ağrı, Türkiye","Ağrı, Türkiye",ChIJrUKDYzLSFEARfCSxtlT6pqo,v1.0.1,Türkiye
Pamukkale,37.9136957,29.1187097,"Pamukkale, Turgut Özal Cd. No:49/A, 20280 Pamukkale/Denizli, Türkiye","Denizli, Türkiye",ChIJL9ogVskTxxQR1vweRV8PGbE,v1.0.1,Türkiye
Pamukkale Hot Springs,37.9243909,29.1232377,"Merkez, Pamukkale, 20190 Pamukkale/Denizli, Türkiye","Denizli, Türkiye",ChIJ1eSgdDoSxxQRWzBYe0LxxJI,v1.0.0,Türkiye
Pamukkale Thermal Pools,37.9243909,29.1232377,"Merkez, Pamukkale, 20190 Pamukkale/Denizli, Türkiye","Denizli, Türkiye",ChIJ1eSgdDoSxxQRWzBYe0LxxJI,v1.0.1,Türkiye
Bwindi Impenetrable Forest,-1.0521495,29.6201006,"WJXC+42 Nyalutembe, Uganda","Western, Uganda",ChIJWdjD2lid3hkR-sFakE0EL5c,v1.0.1,Uganda
Sanctuary Gorilla Forest Camp,-0.9893266,29.6139089,"2J67+7H Buhoma, Uganda","Mkoa wa Magharibi, Uganda",ChIJ0atsRP2f3hkRHa1oOcevzZw,v1.0.0,Uganda
Tunnel of Love,50.7505195,26.0432894,"Q22V+69, Klevan', Rivne Oblast, Ukraine","Rivne, Ukraine",ChIJrVkz65RnL0cREx-rSLpnSNY,v1.0.0,Ukraine
Beachy Head,50.7440267,0.2373869,"P6VP+JX Eastbourne, UK","England, United Kingdom",ChIJ1x52fOd230cRMaJYfpyjiDk,v1.0.0,United Kingdom
Fairy Pools,57.25034309999999,-6.2582954,"7P2R+4M Grula, Isle of Skye, UK","Scotland, United Kingdom",ChIJEd0VoW05jEgRffGsm5G5y34,v1.0.1,United Kingdom
Giant's Causeway,55.2408073,-6.5115554,"6FRQ+89 Bushmills, UK","Northern Ireland, United Kingdom",ChIJD48V9EQpYEgR0h_eGaCMIvM,v1.0.1,United Kingdom
Giant's Causeway,55.2408073,-6.5115554,"6FRQ+89 Bushmills, UK","Northern Ireland, United Kingdom",ChIJD48V9EQpYEgR0h_eGaCMIvM,v1.0.1,United Kingdom
Giant's Causeway,55.2408073,-6.5115554,"6FRQ+89 Bushmills, UK","Northern Ireland, United Kingdom",ChIJD48V9EQpYEgR0h_eGaCMIvM,v1.0.1,United Kingdom
Giant's Causeway,55.2408073,-6.5115554,"6FRQ+89 Bushmills, UK","Northern Ireland, United Kingdom",ChIJD48V9EQpYEgR0h_eGaCMIvM,v1.0.1,United Kingdom
Isle of Skye,57.2736278,-6.2155023,"7QFM+FQ Sligachan, Isle of Skye, UK","Scotland, United Kingdom",ChIJ_8G9YSIxjEgRGGLI6W81XFg,v1.0.1,United Kingdom
Lake District National Park,54.4678688,-3.0704249,"FW9H+4R Ambleside, UK","England, United Kingdom",ChIJF3A1IGLBfEgRhnpq6t17tRc,v1.0.1,United Kingdom
Loch Ness,57.3228575,-4.4243818,"8HFG+46 Whitefield, Inverness, UK","Scotland, United Kingdom",ChIJKTeiTcMWj0gRL5H-9MtJ19Q,v1.0.1,United Kingdom
Longleat Maze,51.1880159,-2.2777427,"5PQC+6W Warminster, UK","England, United Kingdom",ChIJk-3qRM3Sc0gRRFsI4m1vQOw,v1.0.0,United Kingdom
Quiriang (Isle of Skye),57.64361100000001,-6.265277999999999,"JPVM+CV Portree, UK","Scotland, United Kingdom",ChIJ22ustw3PjUgRh-UmIClXt4E,v1.0.0,United Kingdom
Snowdonia National Park,52.9005518,-3.8963384,"W423+6F Blaenau Ffestiniog, UK","Wales, United Kingdom",ChIJuYjH7UZ7ZUgRp3v5A9XLf_8,v1.0.1,United Kingdom
Stonehenge,51.17888199999999,-1.826215,"3 Stonehenge Rd, Amesbury, Salisbury SP4 7BA, UK","England, United Kingdom",ChIJEfYKhTvmc0gR3dLTvOJwkZc,v1.0.1,United Kingdom
National Memorial for Peace and Justice,32.3722561,-86.3127586,"The National Memorial for Peace and Justice, 417 Caroline St, Montgomery, AL 36104, USA","Alabama, United States",ChIJj9SldmuBjogRivnzi5hVVFM,v1.0.0,United States (Alabama)
Denali Midnight Sun,64.8865857,-147.0293349,"625 2 Rivers Rd, Fairbanks, AK 99712, USA","Alaska, United States",ChIJN5GWfZjKM1ERQ2unlIlvIyA,v1.0.1,United States (Alaska)
Ice Kayaking,58.3707351,-134.6166992,"2767 Sherwood Ln, Juneau, AK 99801, USA","Alaska, United States",ChIJE4WKcwYeAVQRuMa_cWt4ko8,v1.0.0,United States (Alaska)
Mendenhall Ice Caves,58.4409459,-134.5458632,"CFR3+HM4, Juneau, AK 99801, USA","Alaska, United States",ChIJEavuouvkAFQRkUvhRPkXKMc,v1.0.1,United States (Alaska)
Stillpoint Lodge (Halibut Cove),59.59253799999999,-151.2315701,"51983 Halibut Cove Rem SW, Homer, AK 99603, USA","Alaska, United States",ChIJq523GX0qwVYRd30nG3izITE,v1.0.0,United States (Alaska)
Glacier Bay National Park,58.66580729999999,-136.9002147,94C5M38X+8W,None,ChIJpwhC0wkNqlYRYD228-ekk-I,v1.0.1,United States (Alaska)
Mount McKinley,63.06916889999999,-151.0069842,93MC3X9V+M6,None,ChIJGxxtMAPmzVYRAs7h65U7b7M,v1.0.1,United States (Alaska)
Northern Lights,63.588753,-154.4930619,93M7HGQ4+GQ,None,ChIJG8CuwJzfAFQRNduKqSde27w,v1.0.1,United States (Alaska)
Antelope Canyon,36.8619103,-111.3743302,"VJ6G+Q7 LeChee, AZ, USA","Arizona, United States",ChIJCw6gm_QRNIcRm6dqrQgWNpg,v1.0.1,United States (Arizona)
Grand Canyon Skywalk,36.011943,-113.8108372,"5001 Eagle Point Service Rd, Peach Springs, AZ 86434, USA","Arizona, United States",ChIJK0N3NakTzIAR5KnZMl6T5wA,v1.0.1,United States (Arizona)
Havasu Falls,36.2552091,-112.6979449,"7842+3R Supai, AZ, USA","Arizona, United States",ChIJl1g-fgmyzIAR16qewajSiqE,v1.0.1,United States (Arizona)
Havasu Falls,36.2552091,-112.6979449,"7842+3R Supai, AZ, USA","Arizona, United States",ChIJl1g-fgmyzIAR16qewajSiqE,v1.0.0,United States (Arizona)
Havasu Falls,36.2552091,-112.6979449,"7842+3R Supai, AZ, USA","Arizona, United States",ChIJl1g-fgmyzIAR16qewajSiqE,v1.0.1,United States (Arizona)
Havasu Falls,36.2552091,-112.6979449,"7842+3R Supai, AZ, USA","Arizona, United States",ChIJl1g-fgmyzIAR16qewajSiqE,v1.0.0,United States (Arizona)
Red Agave Resort,34.7898228,-111.7656788,"120 Canyon Cir Dr, Sedona, AZ 86351, USA","Arizona, United States",ChIJP8IjlgumLYcRwA3EOye821o,v1.0.0,United States (Arizona)
Canyonlands,38.2135733,-109.9025345,85CG637W+CX,None,ChIJqaYYRe7hR4cRquYCxalSpBU,v1.0.0,United States (Arizona)
Roden Crater,35.425556,-111.258611,857CCPGR+6H,None,ChIJfaGqCUcGMocRXxCVth5Jn58,v1.0.0,United States (Arizona)
America’s Cup (San Francisco),37.804767,-122.401906,"Cruise Terminal at Pier 27, San Francisco, CA 94111, USA","California, United States",ChIJieBI6PeAhYARnJbBFnmYDQg,v1.0.0,United States (California)
Angel Island,37.860909,-122.4325682,"Sunset Tr, Tiburon, CA 94920, USA","California, United States",ChIJ1Rtu3uyDhYARYkTv738oYhk,v1.0.1,United States (California)
Cabrillo National Monument,32.6722558,-117.2416094,"Cabrillo National Monument, 1800 Cabrillo Memorial Dr, San Diego, CA 92106, USA","California, United States",ChIJf8WHX0Cs3oARjGBkWjMtov4,v1.0.0,United States (California)
Davenport,37.0106071,-122.193823,"1 Davenport Ave, Davenport, CA 95017, USA","California, United States",ChIJbWtVV3RQjoAREgB5St1W1JQ,v1.0.0,United States (California)
Death Valley National Park,36.5322649,-116.9325408,"G3J8+WX Furnace Creek, CA, USA","California, United States",ChIJsf-PHqI5x4ARJd0j14NziRw,v1.0.0,United States (California)
Desolation Wilderness (Lake Tahoe),38.9518146,-120.1120025,"138 CA-89, South Lake Tahoe, CA 96150, USA","California, United States",ChIJ97QBA5UpmoARam7ThBRxq-E,v1.0.0,United States (California)
Fitzgerald Marine Reserve,37.523765,-122.5175189,"J V Fitzgerald Marine Reserve, 200 Nevada Ave, Moss Beach, CA 94038, USA","California, United States",ChIJEX0UEu1xj4ARlyKBlfv0QVM,v1.0.0,United States (California)
Half Dome,37.7459192,-119.5331992,"PFW8+9P Yosemite Valley, CA, USA","California, United States",ChIJo8CxverzloARZHrswixEpaM,v1.0.1,United States (California)
LACMA (Los Angeles),34.0639323,-118.3592293,"5905 Wilshire Blvd, Los Angeles, CA 90036, USA","California, United States",ChIJsXqcyjy5woARNz6sOh0ZmwA,v1.0.0,United States (California)
Lake Tahoe,39.0968493,-120.0323507,"3XW9+P3 Tahoma, CA, USA","California, United States",ChIJUREfuaF4mYARILWv7q8fP4w,v1.0.1,United States (California)
Lassen Volcanic National Park,40.49766,-121.4206552,"FHXH+3P Warner Valley, CA, USA","California, United States",ChIJvzhBwQdWnYARQmdmeqfYNI8,v1.0.1,United States (California)
Mariposa Grove of Giant Sequoias,37.513596,-119.596816,"GC73+C7 Wawona, CA, USA","California, United States",ChIJ6V2cbnqPloART4ibdwh9czk,v1.0.1,United States (California)
McKenna Falls (Big Sur),36.15782590000001,-121.6721628,"585H+44 Slates Hot Springs, CA, USA","California, United States",ChIJdWXVljSAjYAR9cI1Q265aGY,v1.0.0,United States (California)
Muir Woods National Monument,37.8970199,-122.5811177,"VCW9+RH Tamalpais-Homestead Valley, CA, USA","California, United States",ChIJrWJnvbSRhYAR-a__aHZY_3o,v1.0.1,United States (California)
Pescadero Beach House (Airbnb),37.25503260000001,-122.3812248,"827 North St, Pescadero, CA 94060, USA","California, United States",ChIJy7pAHTcHj4ARkXbqLINefqk,v1.0.0,United States (California)
Point Reyes National Forest,38.017769,-122.9912711,"2295+4F Inverness, CA, USA","California, United States",ChIJ6zCoVgvZhYARxCM6M2_wLwc,v1.0.0,United States (California)
Point Reyes National Forest,38.017769,-122.9912711,"2295+4F Inverness, CA, USA","California, United States",ChIJ6zCoVgvZhYARxCM6M2_wLwc,v1.0.0,United States (California)
Redwood National and State Parks,41.4017156,-124.041711,"CX25+M8 Orick, CA, USA","California, United States",ChIJpX9B9TZm0FQRjl87lWYyzzY,v1.0.1,United States (California)
San Francisco,37.7749295,-122.4194155,"5911 US-101, San Francisco, CA 94103, USA","California, United States",ChIJIQBpAG2ahYAR_6128GcTUEo,v1.0.0,United States (California)
Santa Barbara,34.4208305,-119.6981901,"100 E De La Guerra St, Santa Barbara, CA 93101, USA","California, United States",ChIJ1YMtb8cU6YARSHa612Q60cg,v1.0.0,United States (California)
Santa Monica (Los Angeles),34.0194543,-118.4911912,"802 Santa Monica Blvd, Santa Monica, CA 90401, USA","California, United States",ChIJGQCRws6kwoARq_Uj_7UKF7Q,v1.0.0,United States (California)
Skeggs’ Point / Corte de Madera,37.4107733,-122.3060805,"15463 CA-35, Redwood City, CA 94062, USA","California, United States",ChIJY1ZZT9mmj4ARc3vP4olW0oc,v1.0.0,United States (California)
Skye’s Hot Springs,36.2515153,-121.6899884,"7826+J2 Big Sur, CA, USA","California, United States",ChIJbTl0jvaGjYARNOKJMJKM_SU,v1.0.0,United States (California)
Treebones Yurts (Big Sur),35.8842528,-121.4553028,"71895 CA-1, Big Sur, CA 93920, USA","California, United States",ChIJEQTXma-ikoARCNwLZLNVDKA,v1.0.0,United States (California)
Ventana (Big Sur),36.229167,-121.7603537,"48123 CA-1, Big Sur, CA 93920, USA","California, United States",ChIJ4TZJu1aEjYARA-2yJUhD4as,v1.0.0,United States (California)
Yosemite Firefall,37.7291238,-119.6284757,"P9HC+JJ Yosemite Valley, CA, USA","California, United States",ChIJGWe0gt3tloAR-PMsIteprSM,v1.0.1,United States (California)
Yosemite Valley,37.74557009999999,-119.5936038,"Yosemite Valley Shuttle - Stop 6 Lower Yosemite Fall, Lower Yosemite Fall Trail, Yosemite Valley, CA 95389, USA","California, United States",ChIJr2PyOP7xloARbuLJVC4_IRk,v1.0.1,United States (California)
Tuolomne Meadows (Yosemite National Park),37.8775876,-119.3770242,8592VJHF+25,None,ChIJ0Vjr1C1YloARLg2UlTgAios,v1.0.0,United States (California)
Yosemite National Park,37.8651011,-119.5383294,8592VF86+2M,None,ChIJxeyK9Z3wloAR_gOA7SycJC0,v1.0.0,United States (California)
Antlers at Vail (Vail),39.6424442,-106.3906556,"680 Lionshead Pl, Vail, CO 81657, USA","Colorado, United States",ChIJ7xKSqmFwaocRzVJ3iJ5GBQg,v1.0.0,United States (Colorado)
Betty Ford Alpine Garden (Vail),39.6396492,-106.3654649,"522 S Frontage Rd E, Vail, CO 81657, USA","Colorado, United States",ChIJ_UU8I2xwaocRuKKs0R6dWfI,v1.0.0,United States (Colorado)
Garden of the Gods,38.8717933,-104.8861757,"1085 Garden Dr, Colorado Springs, CO 80919, USA","Colorado, United States",ChIJk5zMtRJQE4cRq22_Y1Lf6QQ,v1.0.0,United States (Colorado)
Hurricane Pass (Corkscrew),37.9316617,-107.6803383,"W8J9+MV Ironton, CO, USA","Colorado, United States",ChIJjeEBDNLfPocR-5ToYQxmf7s,v1.0.0,United States (Colorado)
Rocky Mountain National Park,40.3427932,-105.6836389,"88V8+4G Estes Park, CO, USA","Colorado, United States",ChIJ6QNZReR5aYcRF4KOp0PuJ_o,v1.0.1,United States (Colorado)
Rocky Mountain National Park (Boulder),40.3427932,-105.6836389,"88V8+4G Estes Park, CO, USA","Colorado, United States",ChIJ6QNZReR5aYcRF4KOp0PuJ_o,v1.0.0,United States (Colorado)
Vail Ski Resort (Vail),39.6061444,-106.3549717,"JJ4W+F2 Vail, CO, USA","Colorado, United States",ChIJ29swxmBwaocRoq1FSy3Pwqc,v1.0.0,United States (Colorado)
Little Palm Island Resort,24.6654206,-81.3875279,"28500 Overseas Hwy, Little Torch Key, FL 33042, USA","Florida, United States",ChIJu3d2VoL90IgRuZAr56lGuN0,v1.0.0,United States (Florida)
Everglades National Park,25.2866155,-80.89865089999999,76QX74P2+JG,None,ChIJ2wVsejCo0IgRlzEvdlY-4A8,v1.0.1,United States (Florida)
Akaka Falls State Park,19.8532104,-155.1549738,"28-875 Akaka Fls Rd, Honomu, HI 96728, USA","Hawaii, United States",ChIJAb7R-KStU3kRXOAiQMQ9jHI,v1.0.0,United States (Hawaii)
Ha'ena State Park (Kalalau Trail),22.2205851,-159.5774698,"5-8301 Kuhio Hwy, Kilauea, HI 96754, USA","Hawaii, United States",ChIJqzAikfP5BnwR0hDdPOMGbIw,v1.0.1,United States (Hawaii)
Hawaii Volcanoes National Park,19.4963669,-155.4661859,"FGWM+GG Volcano, HI, USA","Hawaii, United States",ChIJscm5wLZhUXkRJq6EPCZ7Wz4,v1.0.0,United States (Hawaii)
Kailua-Kona,19.6419129,-155.9962255,"75-5644 Palani Rd, Kailua-Kona, HI 96740, USA","Hawaii, United States",ChIJAbSRarIOVHkRp6UtiIMdkQc,v1.0.0,United States (Hawaii)
Kalalau Trail,22.1958872,-159.6203563,"Kalalau Trail, Kapaʻa, HI 96746, USA","Hawaii, United States",ChIJfzX9__L5BnwRS87z4fLUvyo,v1.0.1,United States (Hawaii)
Kapoho Tide Pools,19.6307674,-155.9897614,"Tidal Pool, 755858 A Kahakai Rd, Kailua-Kona, HI 96740, USA","Hawaii, United States",ChIJD4vGYXMPVHkR4AABPkHWJbM,v1.0.0,United States (Hawaii)
Kīlauea,19.4068929,-155.2833786,"CP48+QJ Volcano, HI, USA","Hawaii, United States",ChIJDX4xugraU3kRmxswh_ktWiA,v1.0.0,United States (Hawaii)
Mauna Loa,19.4721389,-155.5922066,"FCC5+V4 Waiākea-Uka, HI, USA","Hawaii, United States",ChIJgzQumlrkU3kRa05fNzKFGCE,v1.0.0,United States (Hawaii)
Na Pali Coast,22.1682018,-159.6577381,"589R+7W Wainiha, HI, USA","Hawaii, United States",ChIJ77w7saT4BnwRfoYaBAG6Ejs,v1.0.1,United States (Hawaii)
Puako,19.9673817,-155.8480761,"691780 Puako Beach Dr, Waimea, HI 96743, USA","Hawaii, United States",ChIJce_Qr3eHU3kRycWdnOcwLZQ,v1.0.0,United States (Hawaii)
Rainbow Falls,19.7192836,-155.109422,"40 Rainbow Dr, Hilo, HI 96720, USA","Hawaii, United States",ChIJ9zdOEaS0U3kRGor0hB9aSzc,v1.0.0,United States (Hawaii)
Waipio Valley,20.110261,-155.5995738,"4C62+45 Waipio, HI, USA","Hawaii, United States",ChIJv6ezMol2U3kR4GSHE-AI-Ys,v1.0.0,United States (Hawaii)
Jazz Fest,29.9858858,-90.0803433,"3308 Belfort Ave, New Orleans, LA 70119, USA","Louisiana, United States",ChIJ66YC6VGvIIYRdSu10xaV2-Q,v1.0.0,United States (Louisiana)
Lake Superior,47.723087,-86.940716,86VMP3F5+6P,None,ChIJYXjD7w5CRU0RtRTQhEj3d5w,v1.0.1,United States (Minnesota)
Lake Superior,47.723087,-86.940716,86VMP3F5+6P,None,ChIJYXjD7w5CRU0RtRTQhEj3d5w,v1.0.1,United States (Minnesota)
